Artist,Title,Label,Path,Chorus_Path,extracted_chorus_path
Ke$ha,Die Young,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Die Young - Ke$ha.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Die Young - Ke$ha.mp3.wav,Extract_Chorus/Die Young - Ke$ha.wav
Eminem,Berzerk,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Berzerk - Eminem.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Berzerk - Eminem.mp3.wav,Extract_Chorus/Berzerk - Eminem.wav
Rihanna,Pour It Up,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Pour It Up - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Pour It Up - Rihanna.mp3.wav,Extract_Chorus/Pour It Up - Rihanna.wav
Taylor Swift,22,1,/home/yamen/Projects/Technocolabs/sample_data/popular/22 - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/22 - Taylor Swift.mp3.wav,Extract_Chorus/22 - Taylor Swift.wav
One Direction,Best Song Ever,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Best Song Ever - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Best Song Ever - One Direction.mp3.wav,Extract_Chorus/Best Song Ever - One Direction.wav
Ed Sheeran,The A Team,1,/home/yamen/Projects/Technocolabs/sample_data/popular/The A Team - Ed Sheeran.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/The A Team - Ed Sheeran.mp3.wav,Extract_Chorus/The A Team - Ed Sheeran.wav
Kendrick Lamar,Swimming Pools (Drank),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Swimming Pools (Drank) - Kendrick Lamar.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Swimming Pools (Drank) - Kendrick Lamar.mp3.wav,Extract_Chorus/Swimming Pools (Drank) - Kendrick Lamar.wav
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Let Me Love You (Until You Learn To Love Yourself) - Ne-Yo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Let Me Love You (Until You Learn To Love Yourself) - Ne-Yo.mp3.wav,Extract_Chorus/Let Me Love You (Until You Learn To Love Yourself) - Ne-Yo.wav
Nicki Minaj,Starships,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Starships - Nicki Minaj.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Starships - Nicki Minaj.mp3.wav,Extract_Chorus/Starships - Nicki Minaj.wav
One Direction,What Makes You Beautiful,1,/home/yamen/Projects/Technocolabs/sample_data/popular/What Makes You Beautiful - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/What Makes You Beautiful - One Direction.mp3.wav,Extract_Chorus/What Makes You Beautiful - One Direction.wav
Adele,Set Fire To The Rain,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Set Fire To The Rain - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Set Fire To The Rain - Adele.mp3.wav,Extract_Chorus/Set Fire To The Rain - Adele.wav
LMFAO,Sexy And I Know It,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Sexy And I Know It - LMFAO.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Sexy And I Know It - LMFAO.mp3.wav,Extract_Chorus/Sexy And I Know It - LMFAO.wav
Katy Perry,Wide Awake,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Wide Awake - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Wide Awake - Katy Perry.mp3.wav,Extract_Chorus/Wide Awake - Katy Perry.wav
Rihanna,Where Have You Been,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Where Have You Been - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Where Have You Been - Rihanna.mp3.wav,Extract_Chorus/Where Have You Been - Rihanna.wav
Bruno Mars,It Will Rain,1,/home/yamen/Projects/Technocolabs/sample_data/popular/It Will Rain - Bruno Mars.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/It Will Rain - Bruno Mars.mp3.wav,Extract_Chorus/It Will Rain - Bruno Mars.wav
Justin Bieber,Boyfriend,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Boyfriend - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Boyfriend - Justin Bieber.mp3.wav,Extract_Chorus/Boyfriend - Justin Bieber.wav
Katy Perry,Part Of Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Part Of Me - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Part Of Me - Katy Perry.mp3.wav,Extract_Chorus/Part Of Me - Katy Perry.wav
Taylor Swift,We Are Never Ever Getting Back Together,1,/home/yamen/Projects/Technocolabs/sample_data/popular/We Are Never Ever Getting Back Together - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/We Are Never Ever Getting Back Together - Taylor Swift.mp3.wav,Extract_Chorus/We Are Never Ever Getting Back Together - Taylor Swift.wav
P!nk,Blow Me (One Last Kiss),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Blow Me (One Last Kiss) - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Blow Me (One Last Kiss) - P!nk.mp3.wav,Extract_Chorus/Blow Me (One Last Kiss) - P!nk.wav
Katy Perry,The One That Got Away,1,/home/yamen/Projects/Technocolabs/sample_data/popular/The One That Got Away - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/The One That Got Away - Katy Perry.mp3.wav,Extract_Chorus/The One That Got Away - Katy Perry.wav
Adele,Someone Like You,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Someone Like You - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Someone Like You - Adele.mp3.wav,Extract_Chorus/Someone Like You - Adele.wav
Usher,Scream,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Scream - Usher.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Scream - Usher.mp3.wav,Extract_Chorus/Scream - Usher.wav
Chris Brown,Don't Wake Me Up,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Don't Wake Me Up - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Don't Wake Me Up - Chris Brown.mp3.wav,Extract_Chorus/Don't Wake Me Up - Chris Brown.wav
Adele,Rumour Has It,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Rumour Has It - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Rumour Has It - Adele.mp3.wav,Extract_Chorus/Rumour Has It - Adele.wav
Carrie Underwood,Good Girl,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Good Girl - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Good Girl - Carrie Underwood.mp3.wav,Extract_Chorus/Good Girl - Carrie Underwood.wav
Coldplay,Paradise,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Paradise - Coldplay.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Paradise - Coldplay.mp3.wav,Extract_Chorus/Paradise - Coldplay.wav
Carrie Underwood,Blown Away,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Blown Away - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Blown Away - Carrie Underwood.mp3.wav,Extract_Chorus/Blown Away - Carrie Underwood.wav
Adele,Rolling In The Deep,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Rolling In The Deep - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Rolling In The Deep - Adele.mp3.wav,Extract_Chorus/Rolling In The Deep - Adele.wav
Usher,Climax,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Climax - Usher.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Climax - Usher.mp3.wav,Extract_Chorus/Climax - Usher.wav
Nicki Minaj,Pound The Alarm,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Pound The Alarm - Nicki Minaj.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Pound The Alarm - Nicki Minaj.mp3.wav,Extract_Chorus/Pound The Alarm - Nicki Minaj.wav
Chris Brown,Turn Up The Music,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Turn Up The Music - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Turn Up The Music - Chris Brown.mp3.wav,Extract_Chorus/Turn Up The Music - Chris Brown.wav
Rihanna,You Da One,1,/home/yamen/Projects/Technocolabs/sample_data/popular/You Da One - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/You Da One - Rihanna.mp3.wav,Extract_Chorus/You Da One - Rihanna.wav
Katy Perry,Firework,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Firework - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Firework - Katy Perry.mp3.wav,Extract_Chorus/Firework - Katy Perry.wav
Bruno Mars,Grenade,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Grenade - Bruno Mars.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Grenade - Bruno Mars.mp3.wav,Extract_Chorus/Grenade - Bruno Mars.wav
Nicki Minaj,Super Bass,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Super Bass - Nicki Minaj.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Super Bass - Nicki Minaj.mp3.wav,Extract_Chorus/Super Bass - Nicki Minaj.wav
The Black Eyed Peas,Just Can't Get Enough,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Just Can't Get Enough - The Black Eyed Peas.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Just Can't Get Enough - The Black Eyed Peas.mp3.wav,Extract_Chorus/Just Can't Get Enough - The Black Eyed Peas.wav
Rihanna,S&M,1,/home/yamen/Projects/Technocolabs/sample_data/popular/S&M - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/S&M - Rihanna.mp3.wav,Extract_Chorus/S&M - Rihanna.wav
Katy Perry,Last Friday Night (T.G.I.F.),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Last Friday Night (T.G.I.F.) - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Last Friday Night (T.G.I.F.) - Katy Perry.mp3.wav,Extract_Chorus/Last Friday Night (T.G.I.F.) - Katy Perry.wav
Bruno Mars,Just The Way You Are,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Just The Way You Are - Bruno Mars.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Just The Way You Are - Bruno Mars.mp3.wav,Extract_Chorus/Just The Way You Are - Bruno Mars.wav
P!nk,Raise Your Glass,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Raise Your Glass - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Raise Your Glass - P!nk.mp3.wav,Extract_Chorus/Raise Your Glass - P!nk.wav
Lady Gaga,Born This Way,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Born This Way - Lady Gaga.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Born This Way - Lady Gaga.mp3.wav,Extract_Chorus/Born This Way - Lady Gaga.wav
P!nk,F**kin' Perfect,1,/home/yamen/Projects/Technocolabs/sample_data/popular/F**kin' Perfect - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/F**kin' Perfect - P!nk.mp3.wav,Extract_Chorus/F**kin' Perfect - P!nk.wav
Lil Wayne,How To Love,1,/home/yamen/Projects/Technocolabs/sample_data/popular/How To Love - Lil Wayne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/How To Love - Lil Wayne.mp3.wav,Extract_Chorus/How To Love - Lil Wayne.wav
Bruno Mars,The Lazy Song,1,/home/yamen/Projects/Technocolabs/sample_data/popular/The Lazy Song - Bruno Mars.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/The Lazy Song - Bruno Mars.mp3.wav,Extract_Chorus/The Lazy Song - Bruno Mars.wav
Britney Spears,Till The World Ends,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Till The World Ends - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Till The World Ends - Britney Spears.mp3.wav,Extract_Chorus/Till The World Ends - Britney Spears.wav
Lady Gaga,The Edge Of Glory,1,/home/yamen/Projects/Technocolabs/sample_data/popular/The Edge Of Glory - Lady Gaga.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/The Edge Of Glory - Lady Gaga.mp3.wav,Extract_Chorus/The Edge Of Glory - Lady Gaga.wav
Ke$ha,We R Who We R,1,/home/yamen/Projects/Technocolabs/sample_data/popular/We R Who We R - Ke$ha.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/We R Who We R - Ke$ha.mp3.wav,Extract_Chorus/We R Who We R - Ke$ha.wav
Ke$ha,Blow,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Blow - Ke$ha.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Blow - Ke$ha.mp3.wav,Extract_Chorus/Blow - Ke$ha.wav
The Black Eyed Peas,The Time (Dirty Bit),1,/home/yamen/Projects/Technocolabs/sample_data/popular/The Time (Dirty Bit) - The Black Eyed Peas.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/The Time (Dirty Bit) - The Black Eyed Peas.mp3.wav,Extract_Chorus/The Time (Dirty Bit) - The Black Eyed Peas.wav
Rihanna,Only Girl (In The World),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Only Girl (In The World) - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Only Girl (In The World) - Rihanna.mp3.wav,Extract_Chorus/Only Girl (In The World) - Rihanna.wav
Britney Spears,I Wanna Go,1,/home/yamen/Projects/Technocolabs/sample_data/popular/I Wanna Go - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/I Wanna Go - Britney Spears.mp3.wav,Extract_Chorus/I Wanna Go - Britney Spears.wav
Chris Brown,Yeah 3X,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Yeah 3X - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Yeah 3X - Chris Brown.mp3.wav,Extract_Chorus/Yeah 3X - Chris Brown.wav
Kanye West,All Of The Lights,1,/home/yamen/Projects/Technocolabs/sample_data/popular/All Of The Lights - Kanye West.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/All Of The Lights - Kanye West.mp3.wav,Extract_Chorus/All Of The Lights - Kanye West.wav
Britney Spears,Hold It Against Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Hold It Against Me - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Hold It Against Me - Britney Spears.mp3.wav,Extract_Chorus/Hold It Against Me - Britney Spears.wav
Usher,More,1,/home/yamen/Projects/Technocolabs/sample_data/popular/More - Usher.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/More - Usher.mp3.wav,Extract_Chorus/More - Usher.wav
Avril Lavigne,What The Hell,1,/home/yamen/Projects/Technocolabs/sample_data/popular/What The Hell - Avril Lavigne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/What The Hell - Avril Lavigne.mp3.wav,Extract_Chorus/What The Hell - Avril Lavigne.wav
Lady Gaga,You And I,1,/home/yamen/Projects/Technocolabs/sample_data/popular/You And I - Lady Gaga.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/You And I - Lady Gaga.mp3.wav,Extract_Chorus/You And I - Lady Gaga.wav
Taylor Swift,Back To December,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Back To December - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Back To December - Taylor Swift.mp3.wav,Extract_Chorus/Back To December - Taylor Swift.wav
Katy Perry,Teenage Dream,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Teenage Dream - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Teenage Dream - Katy Perry.mp3.wav,Extract_Chorus/Teenage Dream - Katy Perry.wav
Rihanna,Cheers (Drink To That),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Cheers (Drink To That) - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Cheers (Drink To That) - Rihanna.mp3.wav,Extract_Chorus/Cheers (Drink To That) - Rihanna.wav
Drake,Headlines,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Headlines - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Headlines - Drake.mp3.wav,Extract_Chorus/Headlines - Drake.wav
Beyonce,Best Thing I Never Had,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Best Thing I Never Had - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Best Thing I Never Had - Beyonce.mp3.wav,Extract_Chorus/Best Thing I Never Had - Beyonce.wav
Chris Brown,She Ain't You,1,/home/yamen/Projects/Technocolabs/sample_data/popular/She Ain't You - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/She Ain't You - Chris Brown.mp3.wav,Extract_Chorus/She Ain't You - Chris Brown.wav
Ke$ha,TiK ToK,1,/home/yamen/Projects/Technocolabs/sample_data/popular/TiK ToK - Ke$ha.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/TiK ToK - Ke$ha.mp3.wav,Extract_Chorus/TiK ToK - Ke$ha.wav
Lady Gaga,Bad Romance,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Bad Romance - Lady Gaga.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Bad Romance - Lady Gaga.mp3.wav,Extract_Chorus/Bad Romance - Lady Gaga.wav
Rihanna,Rude Boy,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Rude Boy - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Rude Boy - Rihanna.mp3.wav,Extract_Chorus/Rude Boy - Rihanna.wav
The Black Eyed Peas,Imma Be,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Imma Be - The Black Eyed Peas.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Imma Be - The Black Eyed Peas.mp3.wav,Extract_Chorus/Imma Be - The Black Eyed Peas.wav
Eminem,Not Afraid,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Not Afraid - Eminem.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Not Afraid - Eminem.mp3.wav,Extract_Chorus/Not Afraid - Eminem.wav
Ke$ha,Your Love Is My Drug,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Your Love Is My Drug - Ke$ha.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Your Love Is My Drug - Ke$ha.mp3.wav,Extract_Chorus/Your Love Is My Drug - Ke$ha.wav
The Black Eyed Peas,I Gotta Feeling,1,/home/yamen/Projects/Technocolabs/sample_data/popular/I Gotta Feeling - The Black Eyed Peas.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/I Gotta Feeling - The Black Eyed Peas.mp3.wav,Extract_Chorus/I Gotta Feeling - The Black Eyed Peas.wav
Drake,Find Your Love,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Find Your Love - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Find Your Love - Drake.mp3.wav,Extract_Chorus/Find Your Love - Drake.wav
Lady Gaga,Alejandro,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Alejandro - Lady Gaga.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Alejandro - Lady Gaga.mp3.wav,Extract_Chorus/Alejandro - Lady Gaga.wav
Taylor Swift,Mine,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Mine - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Mine - Taylor Swift.mp3.wav,Extract_Chorus/Mine - Taylor Swift.wav
Taylor Swift,You Belong With Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/You Belong With Me - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/You Belong With Me - Taylor Swift.mp3.wav,Extract_Chorus/You Belong With Me - Taylor Swift.wav
The Black Eyed Peas,Meet Me Halfway,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Meet Me Halfway - The Black Eyed Peas.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Meet Me Halfway - The Black Eyed Peas.mp3.wav,Extract_Chorus/Meet Me Halfway - The Black Eyed Peas.wav
Ke$ha,Take It Off,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Take It Off - Ke$ha.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Take It Off - Ke$ha.mp3.wav,Extract_Chorus/Take It Off - Ke$ha.wav
Drake,Over,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Over - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Over - Drake.mp3.wav,Extract_Chorus/Over - Drake.wav
Maroon 5,Misery,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Misery - Maroon 5.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Misery - Maroon 5.mp3.wav,Extract_Chorus/Misery - Maroon 5.wav
Lady Gaga,Paparazzi,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Paparazzi - Lady Gaga.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Paparazzi - Lady Gaga.mp3.wav,Extract_Chorus/Paparazzi - Lady Gaga.wav
Nicki Minaj,Your Love,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Your Love - Nicki Minaj.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Your Love - Nicki Minaj.mp3.wav,Extract_Chorus/Your Love - Nicki Minaj.wav
Miley Cyrus,Party In The U.S.A.,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Party In The U.S.A. - Miley Cyrus.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Party In The U.S.A. - Miley Cyrus.mp3.wav,Extract_Chorus/Party In The U.S.A. - Miley Cyrus.wav
Britney Spears,3,1,/home/yamen/Projects/Technocolabs/sample_data/popular/3 - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/3 - Britney Spears.mp3.wav,Extract_Chorus/3 - Britney Spears.wav
The Black Eyed Peas,Rock That Body,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Rock That Body - The Black Eyed Peas.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Rock That Body - The Black Eyed Peas.mp3.wav,Extract_Chorus/Rock That Body - The Black Eyed Peas.wav
Alicia Keys,Un-Thinkable (I'm Ready),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Un-Thinkable (I'm Ready) - Alicia Keys.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Un-Thinkable (I'm Ready) - Alicia Keys.mp3.wav,Extract_Chorus/Un-Thinkable (I'm Ready) - Alicia Keys.wav
Usher,There Goes My Baby,1,/home/yamen/Projects/Technocolabs/sample_data/popular/There Goes My Baby - Usher.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/There Goes My Baby - Usher.mp3.wav,Extract_Chorus/There Goes My Baby - Usher.wav
Taylor Swift,Today Was A Fairytale,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Today Was A Fairytale - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Today Was A Fairytale - Taylor Swift.mp3.wav,Extract_Chorus/Today Was A Fairytale - Taylor Swift.wav
Beyonce,Sweet Dreams,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Sweet Dreams - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Sweet Dreams - Beyonce.mp3.wav,Extract_Chorus/Sweet Dreams - Beyonce.wav
